datasetid,recordid,record_timestamp,fields.gc_obo_gare_origine_r_code_uic_c,fields.gc_obo_date_heure_restitution_c,fields.gc_obo_type_c,fields.gc_obo_gare_origine_r_name,fields.gc_obo_nature_c,fields.gc_obo_nom_recordtype_sc_c,fields.date
objets-trouves-restitution,1483b39c815ece83813cb4307a6358fa68e1d33d,2023-04-06T09:01:33.082Z,0087686667,,Pièces d'identités et papiers personnels,Paris Bercy,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2021-07-18T19:30:22+00:00
objets-trouves-restitution,206ea8b20eba9beaa7a314bdf210398e857e637b,2023-04-06T09:01:33.082Z,0087686667,,"Clés, porte-clés, badge magnétique",Paris Bercy,Clé de voiture,Objet trouvé,2021-07-16T05:16:51+00:00
objets-trouves-restitution,eae6c0985c93240928298efb7a49d1d28ce90357,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sacoche ventrale, banane",Objet trouvé,2021-07-15T05:20:35+00:00
objets-trouves-restitution,9fd21880b41c34d155609dc2023b6d77a7c4d293,2023-04-06T09:01:33.082Z,0087686667,,"Vélos, trottinettes, accessoires 2 roues",Paris Bercy,"Casque (vélo, moto)",Objet trouvé,2021-07-14T13:02:18+00:00
objets-trouves-restitution,d310c374246eb872a025804682b0698f1113b1fd,2023-04-06T09:01:33.082Z,0087686667,,"Vêtements, chaussures",Paris Bercy,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2021-07-09T10:01:01+00:00
objets-trouves-restitution,dfae9410c95fee30ba69f3603c55aaeaf983a36a,2023-04-06T09:01:33.082Z,0087686667,2021-07-10T12:18:30+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-07-09T09:08:55+00:00
objets-trouves-restitution,e2395c6e86f8101402e12e07d2623249c3ad24be,2023-04-06T09:01:33.082Z,0087686667,,"Vélos, trottinettes, accessoires 2 roues",Paris Bercy,Vélo,Objet trouvé,2021-07-08T13:50:43+00:00
objets-trouves-restitution,931942c0eb71102c1965eae5e1a0422f4e69ab1d,2023-04-06T09:01:33.082Z,0087686667,2021-07-10T12:35:32+00:00,"Clés, porte-clés, badge magnétique",Paris Bercy,"Clés, porte-clés",Objet trouvé,2021-07-08T12:46:22+00:00
objets-trouves-restitution,b46b2c78cf2fd3cbe6651cab808fe22183c02ee5,2023-04-06T09:01:33.082Z,0087686667,2021-06-30T20:36:30+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-06-30T16:27:21+00:00
objets-trouves-restitution,87015bb9acc329e49d4d0e3fb1e6e2709fafdbce,2023-04-06T09:01:33.082Z,0087686667,2021-06-28T14:01:15+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2021-06-28T11:47:52+00:00
